"nu","bowlingDeliveries","bowlingDots","bowlingFours","bowlingRuns","bowlingSingles","bowlingSixes","dotBalls","fours","playerId","runs","singles","sixes","strikeRate","wickets"
"3739","25","4","0","27","19","1","1","1","213","8","4","0","1.3333333333333333","2"
"3740","0","0","0","0","0","0","17","3","12","27","7","1","0.9310344827586207","0"
"3741","0","0","0","0","0","0","4","3","105","15","3","0","1.5","0"
"3742","0","0","0","0","0","0","19","4","222","64","14","3","1.4222222222222223","0"
"3743","12","7","0","10","4","1","12","2","279","37","15","1","1.088235294117647","0"
"3744","0","0","0","0","0","0","3","0","123","3","1","0","0.6","0"
"3745","0","0","0","0","0","0","11","6","324","74","30","2","1.3962264150943395","0"
"3746","0","0","0","0","0","0","12","1","34","15","7","0","0.6818181818181818","0"
"3747","0","0","0","0","0","0","6","3","29","27","15","0","1.125","0"
"3748","0","0","0","0","0","0","3","1","28","15","5","0","1.25","0"
"3749","18","7","3","32","4","2","0","1","94","16","6","0","1.6","0"
"3750","0","0","0","0","0","0","9","2","64","11","3","0","0.7857142857142857","0"
"3751","6","1","1","18","2","2","14","6","165","89","30","4","1.5344827586206897","0"
"3752","24","5","1","28","16","1","14","5","1","50","20","1","1.1904761904761905","3"
"3753","0","0","0","0","0","0","1","4","328","36","6","2","2.5714285714285716","0"
"3754","13","1","1","32","6","3","0","1","209","6","0","0","3","0"
"3755","0","0","0","0","0","0","3","1","87","7","3","0","1","0"
"3756","6","3","2","9","1","0","10","5","59","59","13","4","1.7878787878787878","0"
"3757","15","2","1","21","11","1","10","1","166","32","8","3","1.391304347826087","0"
"3758","0","0","0","0","0","0","4","1","348","8","2","0","1","0"
"3759","0","0","0","0","0","0","3","1","73","14","10","0","1","0"
"3760","7","1","1","10","4","0","5","3","214","24","10","0","1.263157894736842","0"
"3761","0","0","0","0","0","0","1","0","198","11","3","1","1.8333333333333333","0"
"3762","26","5","6","50","11","1","0","0","205","1","1","0","1","3"
"3763","0","0","0","0","0","0","13","6","284","79","25","4","1.5490196078431373","0"
"3764","0","0","0","0","0","0","9","3","144","25","11","0","1.0416666666666667","0"
"3765","0","0","0","0","0","0","3","0","79","2","2","0","0.4","0"
"3766","0","0","0","0","0","0","4","5","109","35","7","0","1.75","0"
"3767","24","14","1","14","8","0","6","1","240","7","3","0","0.7","2"
"3768","25","5","4","34","14","0","2","1","69","4","0","0","1.3333333333333333","0"
"3769","0","0","0","0","0","0","0","0","227","4","4","0","1","0"
"3770","9","0","1","19","5","1","1","0","252","7","7","0","0.875","0"
"3771","0","0","0","0","0","0","12","5","345","30","6","0","1.2","0"
"3772","0","0","0","0","0","0","7","3","253","24","10","0","1.1428571428571428","0"
"3773","0","0","0","0","0","0","7","5","119","73","21","3","1.697674418604651","0"
"3774","6","0","2","12","4","0","5","2","9","21","11","0","1.105263157894737","0"
"3775","25","5","6","39","13","0","3","0","347","11","3","1","1.375","0"
"3776","0","0","0","0","0","0","1","0","346","5","3","0","1","0"
"3777","0","0","0","0","0","0","5","1","36","13","9","0","0.8666666666666667","0"
"3778","0","0","0","0","0","0","18","4","60","51","25","1","1.02","0"
"3779","0","0","0","0","0","0","4","2","21","24","10","0","1.263157894736842","0"
"3780","8","0","0","8","8","0","4","1","10","10","2","0","1.1111111111111112","0"
"3781","1","0","0","1","1","0","4","1","163","16","8","0","1.0666666666666667","0"
"3782","0","0","0","0","0","0","4","0","277","3","3","0","0.42857142857142855","0"
"3783","24","11","0","19","11","1","1","0","334","1","1","0","0.5","1"
"3784","25","13","4","25","7","0","1","0","111","7","1","1","2.3333333333333335","2"
"3785","25","9","3","27","11","0","0","0","148","1","1","0","1","1"
"3786","0","0","0","0","0","0","12","4","57","33","13","0","1.064516129032258","0"
"3787","0","0","0","0","0","0","8","2","233","12","4","0","0.8571428571428571","0"
"3788","12","2","2","17","7","0","8","2","7","24","12","0","1","0"
"3789","12","1","1","19","9","1","3","0","44","7","1","1","1.4","0"
"3790","0","0","0","0","0","0","7","2","108","32","18","0","1.0666666666666667","0"
"3791","0","0","0","0","0","0","3","1","114","9","3","0","1.125","0"
"3792","0","0","0","0","0","0","8","2","16","16","4","0","1","0"
"3793","0","0","0","0","0","0","16","10","147","91","27","1","1.5166666666666666","0"
"3794","0","0","0","0","0","0","8","2","282","16","6","0","0.9411764705882353","0"
"3795","0","0","0","0","0","0","5","0","175","4","2","0","0.5","0"
"3796","0","0","0","0","0","0","3","3","128","62","9","5","2.5833333333333335","0"
"3797","0","0","0","0","0","0","14","8","12","63","16","0","1.4318181818181819","0"
"3798","0","0","0","0","0","0","8","1","105","15","9","0","0.7894736842105263","0"
"3799","0","0","0","0","0","0","9","0","222","11","5","1","0.7333333333333333","0"
"3800","0","0","0","0","0","0","1","0","142","1","1","0","0.5","0"
"3801","0","0","0","0","0","0","3","1","123","10","2","0","1.25","0"
"3802","0","0","0","0","0","0","5","2","273","22","10","0","1.1578947368421053","0"
"3803","26","6","5","42","12","1","4","2","331","8","0","0","1.3333333333333333","0"
"3804","26","7","2","40","10","0","2","1","338","13","7","0","1.1818181818181819","2"
"3805","0","0","0","0","0","0","2","0","165","0","0","0","0","0"
"3806","6","1","2","12","2","0","3","0","1","1","1","0","0.25","0"
"3807","0","0","0","0","0","0","15","8","116","84","26","3","1.5","0"
"3808","0","0","0","0","0","0","20","6","64","61","27","0","1.0517241379310345","0"
"3809","0","0","0","0","0","0","5","3","87","20","6","0","1.3333333333333333","0"
"3810","0","0","0","0","0","0","8","11","59","91","23","3","1.8958333333333333","0"
"3811","0","0","0","0","0","0","8","1","166","27","9","2","1.2857142857142858","0"
"3812","0","0","0","0","0","0","4","0","73","10","10","0","0.7142857142857143","0"
"3813","0","0","0","0","0","0","11","2","345","18","8","0","0.8181818181818182","0"
"3814","0","0","0","0","0","0","7","4","253","22","4","0","1.375","0"
"3815","0","0","0","0","0","0","13","1","119","18","12","0","0.6666666666666666","0"
"3816","0","0","0","0","0","0","9","4","9","76","21","4","1.7272727272727273","0"
"3817","0","0","0","0","0","0","3","1","346","34","8","3","2","0"
"3818","7","3","0","5","3","0","7","2","284","23","13","0","1","1"
"3819","0","0","0","0","0","0","9","4","144","35","13","0","1.206896551724138","0"
"3820","0","0","0","0","0","0","6","3","79","53","15","3","1.7096774193548387","0"
"3821","0","0","0","0","0","0","3","0","109","3","3","0","0.5","0"
"3822","18","5","2","27","7","1","5","0","240","5","1","0","0.625","0"
"3823","0","0","0","0","0","0","1","2","227","35","9","2","2.0588235294117645","0"
"3824","21","2","0","29","16","1","2","0","69","0","0","0","0","0"
"3825","6","3","0","3","3","0","1","2","351","17","3","1","2.4285714285714284","0"
"3826","0","0","0","0","0","0","5","3","21","29","8","1","1.6111111111111112","0"
"3827","0","0","0","0","0","0","3","1","60","16","6","1","1.4545454545454546","0"
"3828","0","0","0","0","0","0","13","6","10","78","20","5","1.6956521739130435","0"
"3829","0","0","0","0","0","0","6","1","36","13","7","0","0.8666666666666667","0"
"3830","19","7","2","24","8","1","3","1","163","30","18","1","1.25","0"
"3831","0","0","0","0","0","0","0","0","277","11","6","0","1.375","0"
"3832","0","0","0","0","0","0","10","2","116","24","8","1","1.0909090909090908","0"
"3833","0","0","0","0","0","0","2","1","165","7","3","0","1.1666666666666667","0"
"3834","0","0","0","0","0","0","10","3","1","25","7","1","1.1904761904761905","0"
"3835","0","0","0","0","0","0","10","2","64","29","13","1","1.0740740740740742","0"
"3836","26","5","0","39","15","3","4","0","329","4","4","0","0.5","1"
"3837","0","0","0","0","0","0","2","0","328","28","9","2","2","0"
"3838","0","0","0","0","0","0","2","0","187","23","11","2","1.5333333333333334","0"
"3839","24","6","4","33","12","0","3","0","286","12","4","1","1.3333333333333333","0"
"3840","24","6","2","34","14","2","1","1","313","7","1","0","1.75","2"
"3841","0","0","0","0","0","0","14","8","87","55","17","0","1.3095238095238095","0"
"3842","0","0","0","0","0","0","11","8","59","81","15","4","1.8837209302325582","0"
"3843","0","0","0","0","0","0","9","6","166","51","9","3","1.8888888888888888","0"
"3844","25","8","6","46","8","2","1","0","27","0","0","0","0","2"
"3845","0","0","0","0","0","0","2","0","73","15","3","2","2.142857142857143","0"
"3846","0","0","0","0","0","0","1","0","214","0","0","0","0","0"
"3847","0","0","0","0","0","0","1","0","198","5","2","0","1.25","0"
"3848","0","0","0","0","0","0","5","0","144","7","1","1","1","0"
"3849","0","0","0","0","0","0","2","1","79","12","2","1","2","0"
"3850","0","0","0","0","0","0","10","7","109","40","10","0","1.4285714285714286","0"
"3851","0","0","0","0","0","0","9","5","227","64","22","3","1.5609756097560976","0"
"3852","7","0","2","23","3","2","3","1","240","16","2","1","1.7777777777777777","0"
"3853","24","7","4","42","8","2","3","2","69","16","8","0","1.2307692307692308","0"
"3854","24","11","3","37","7","3","0","0","351","2","2","0","1","3"
"3855","26","10","4","31","9","0","5","1","164","12","8","0","0.8571428571428571","2"
"3856","25","6","5","42","11","1","0","0","84","1","1","0","1","0"
"3857","0","0","0","0","0","0","18","5","253","59","25","1","1.1132075471698113","0"
"3858","0","0","0","0","0","0","8","4","119","33","9","1","1.434782608695652","0"
"3859","24","8","2","26","10","0","4","0","347","19","7","2","1.4615384615384615","3"
"3860","0","0","0","0","0","0","5","2","346","19","5","0","1.2666666666666666","0"
"3861","6","2","0","5","3","0","1","1","9","7","1","0","1.75","1"
"3862","6","3","1","11","1","1","1","1","238","7","3","0","1.4","0"
"3863","25","11","1","20","10","0","2","0","31","0","0","0","0","2"
"3864","0","0","0","0","0","0","2","1","345","6","0","0","1.5","0"
"3865","25","8","2","40","10","3","2","0","2","6","2","0","1","1"
"3866","0","0","0","0","0","0","7","4","34","25","5","0","1.3888888888888888","0"
"3867","0","0","0","0","0","0","11","3","324","29","3","2","1.45","0"
"3868","6","1","1","8","4","0","6","1","29","15","9","0","0.8823529411764706","0"
"3869","0","0","0","0","0","0","7","0","85","8","6","0","0.5714285714285714","0"
"3870","6","1","0","15","3","2","4","1","51","18","4","1","1.5","0"
"3871","0","0","0","0","0","0","3","0","28","1","1","0","0.25","0"
"3872","25","8","3","28","12","0","6","0","94","32","10","2","1.391304347826087","3"
"3873","24","11","4","29","5","0","1","0","113","8","8","0","0.8888888888888888","3"
"3874","0","0","0","0","0","0","20","8","3","44","8","0","1.1578947368421053","0"
"3875","0","0","0","0","0","0","14","9","57","96","22","5","1.7777777777777777","0"
"3876","26","10","5","33","9","0","5","1","7","41","17","3","1.5185185185185186","2"
"3877","24","14","1","19","7","1","1","0","44","8","2","1","2","1"
"3878","0","0","0","0","0","0","0","0","108","1","1","0","1","0"
"3879","0","0","0","0","0","0","23","7","175","88","22","6","1.4915254237288136","0"
"3880","0","0","0","0","0","0","11","3","16","18","4","0","0.9473684210526315","0"
"3881","0","0","0","0","0","0","10","1","101","22","10","1","0.9565217391304348","0"
"3882","0","0","0","0","0","0","6","1","282","10","6","0","0.7692307692307693","0"
"3883","24","12","4","29","7","1","0","0","53","4","4","0","1","1"
"3884","25","9","3","32","10","1","1","0","66","0","0","0","0","2"
"3885","0","0","0","0","0","0","2","1","87","6","2","0","1.2","0"
"3886","0","0","0","0","0","0","12","8","59","65","15","2","1.625","0"
"3887","0","0","0","0","0","0","3","1","166","5","1","0","1","0"
"3888","0","0","0","0","0","0","14","0","73","26","18","0","0.7222222222222222","0"
"3889","0","0","0","0","0","0","7","2","214","30","10","2","1.4285714285714286","0"
"3890","0","0","0","0","0","0","4","0","198","12","6","1","1.0909090909090908","0"
"3891","26","10","3","27","11","0","1","1","27","8","2","0","1.6","1"
"3892","0","0","0","0","0","0","17","9","105","86","32","1","1.323076923076923","0"
"3893","0","0","0","0","0","0","14","5","12","42","20","0","1.05","0"
"3894","0","0","0","0","0","0","6","3","123","22","8","0","1.2222222222222223","0"
"3895","0","0","0","0","0","0","0","0","222","1","1","0","1","0"
"3896","0","0","0","0","0","0","9","1","21","20","4","1","1.1111111111111112","0"
"3897","0","0","0","0","0","0","15","3","60","30","10","0","0.9375","0"
"3898","0","0","0","0","0","0","5","0","277","2","2","0","0.2857142857142857","0"
"3899","0","0","0","0","0","0","1","0","10","1","1","0","0.5","0"
"3900","6","1","1","8","4","0","8","3","163","27","15","0","1.0384615384615385","1"
"3901","20","10","1","14","8","0","3","1","278","5","1","0","1","0"
"3902","0","0","0","0","0","0","2","0","112","1","1","0","0.3333333333333333","0"
"3903","14","8","1","11","4","0","6","0","344","10","2","1","1","1"
"3904","25","7","2","29","11","0","5","0","148","1","1","0","0.16666666666666666","0"
"3905","27","17","0","10","10","0","3","0","111","3","1","0","0.6","2"
"3906","25","11","2","29","8","1","1","0","341","0","0","0","0","1"
"3907","0","0","0","0","0","0","2","0","324","3","1","0","0.75","0"
"3908","0","0","0","0","0","0","10","2","25","19","6","0","0.95","0"
"3909","18","4","2","22","10","0","11","4","29","44","15","1","1.2941176470588236","0"
"3910","24","6","3","29","13","0","5","0","94","14","8","1","1","2"
"3911","0","0","0","0","0","0","6","2","28","36","16","0","1.2","0"
"3912","13","2","0","13","9","0","4","0","51","10","8","0","0.7692307692307693","0"
"3913","29","11","2","25","15","0","0","0","113","13","3","0","1.625","1"
"3914","0","0","0","0","0","0","12","6","57","70","34","1","1.25","0"
"3915","0","0","0","0","0","0","6","0","3","2","2","0","0.25","0"
"3916","25","10","2","21","13","0","11","1","7","32","22","1","0.9142857142857143","2"
"3917","7","2","1","10","3","0","2","0","44","12","6","0","1.0909090909090908","0"
"3918","0","0","0","0","0","0","0","2","114","11","1","0","2.75","0"
"3919","0","0","0","0","0","0","1","0","21","0","0","0","0","0"
"3920","0","0","0","0","0","0","8","4","10","75","23","4","1.6666666666666667","0"
"3921","6","3","2","9","1","0","11","2","60","13","5","0","0.7222222222222222","1"
"3922","0","0","0","0","0","0","10","11","36","92","23","1","1.7692307692307692","0"
"3923","21","5","1","25","13","1","0","0","163","4","2","0","1.3333333333333333","0"
"3924","0","0","0","0","0","0","0","0","353","2","2","0","1","0"
"3925","0","0","0","0","0","0","1","0","116","0","0","0","0","0"
"3926","18","1","2","40","10","3","17","5","1","48","18","1","1.1162790697674418","0"
"3927","0","0","0","0","0","0","11","7","354","42","12","0","1.3548387096774193","0"
"3928","0","0","0","0","0","0","4","2","328","48","13","2","1.7777777777777777","0"
"3929","0","0","0","0","0","0","5","1","64","27","5","1","1.5","0"
"3930","0","0","0","0","0","0","2","0","187","7","1","1","1.75","0"
"3931","18","5","6","33","5","0","0","0","329","1","1","0","1","1"
"3932","0","0","0","0","0","0","8","7","12","59","27","0","1.3409090909090908","0"
"3933","0","0","0","0","0","0","13","7","105","43","11","0","1.303030303030303","0"
"3934","24","10","5","29","9","0","6","0","46","8","2","1","0.8888888888888888","1"
"3935","0","0","0","0","0","0","2","0","222","1","1","0","0.3333333333333333","0"
"3936","0","0","0","0","0","0","1","0","123","1","1","0","0.5","0"
"3937","2","0","1","10","0","1","3","0","279","2","0","0","0.5","0"
"3938","0","0","0","0","0","0","6","1","142","20","14","0","0.9090909090909091","0"
"3939","24","8","5","31","11","0","2","1","319","7","3","0","1.1666666666666667","1"
"3940","0","0","0","0","0","0","16","3","166","36","10","1","1.0588235294117647","0"
"3941","12","3","2","15","7","0","6","13","59","81","15","1","2.076923076923077","0"
"3942","0","0","0","0","0","0","2","1","73","6","2","0","1.2","0"
"3943","0","0","0","0","0","0","3","1","214","10","4","0","1.1111111111111112","0"
"3944","0","0","0","0","0","0","0","1","198","11","1","1","3.6666666666666665","0"
"3945","0","0","0","0","0","0","7","0","282","7","1","1","0.7777777777777778","0"
"3946","0","0","0","0","0","0","17","3","16","45","19","2","1.0714285714285714","0"
"3947","0","0","0","0","0","0","11","6","175","74","20","4","1.6818181818181819","0"
"3948","0","0","0","0","0","0","5","1","128","17","5","1","1.3076923076923077","0"
"3949","24","9","3","25","11","0","3","1","213","11","7","0","1","2"
"3950","6","2","0","14","2","2","1","0","280","3","3","0","0.75","0"
"3951","0","0","0","0","0","0","0","0","101","1","1","0","1","0"
"3952","0","0","0","0","0","0","12","6","253","45","9","1","1.4516129032258065","0"
"3953","0","0","0","0","0","0","4","1","119","9","5","0","0.9","0"
"3954","0","0","0","0","0","0","8","5","345","50","16","0","1.3888888888888888","0"
